what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246468441779
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246468441861
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246468442941
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246468454789
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1246468454813
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246468608914
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475395023
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475395738
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475395743
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475402477
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475810120
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475819215
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475836126
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475846437
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475900532
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475931124
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475966161
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475978938
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475986925
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475988766
closed,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246475989046
stopped,bundle,org.eclipse.jst.j2ee.xdoclet.runtime,1.1.102.v200805140135,org.eclipse.jst.j2ee.xdoclet.runtime,1246475989468
stopped,bundle,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1.2.0.v200805140020,org.eclipse.jst.j2ee.ejb.annotations.xdoclet,1246475989468
stopped,bundle,org.eclipse.jst.server.generic.jboss,1.5.205.v200805140145,org.eclipse.jst.server.generic.jboss,1246475989468
stopped,bundle,org.eclipse.jst.server.generic.jonas,1.5.205.v200805140145,org.eclipse.jst.server.generic.jonas,1246475989468
