what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246068615661
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246068637356
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246068639242
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246068650713
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246068696024
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246068758668
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246068758697
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1246068772305
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246068807324
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246068837066
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246068978927
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1246068979812
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.cut,1246068981203
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246068985050
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.file.saveAll,1246068987863
started,bundle,org.eclipse.wst.web,1.1.204.v200809132300,org.eclipse.wst.web,1246068988137
started,bundle,org.eclipse.wst.common.emf,1.1.202.v200809111955,org.eclipse.wst.common.emf,1246068988184
started,bundle,org.eclipse.jst.j2ee.core,1.1.201.v200808071630,org.eclipse.jst.j2ee.core,1246068988187
started,bundle,org.eclipse.jem,2.0.201.v200806201600,org.eclipse.jem,1246068988211
started,bundle,org.eclipse.emf.ecore.xmi,2.4.1.v200808251517,org.eclipse.emf.ecore.xmi,1246068988218
started,bundle,org.eclipse.jst.jee,1.0.101.v200807240600,org.eclipse.jst.jee,1246068988453
started,bundle,org.eclipse.wst.sse.core,1.1.302.v200808260045,org.eclipse.wst.sse.core,1246068988497
started,bundle,org.eclipse.wst.common.frameworks.ui,1.1.200.v200805221400,org.eclipse.wst.common.frameworks.ui,1246068988527
started,bundle,org.eclipse.wst.xml.core,1.1.305.v200809120354,org.eclipse.wst.xml.core,1246068988531
started,bundle,org.eclipse.wst.common.emfworkbench.integration,1.1.201.v200808071700,org.eclipse.wst.common.emfworkbench.integration,1246068988629
