what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246469831851
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246469837548
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246469843012
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246469843780
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246470074181
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1246470108715
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1246470108925
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1246470109124
executed,command,org.eclipse.ui.workbench.texteditor,3.4.1.r341_v20080827-1100,org.eclipse.ui.edit.text.select.wordPrevious,1246470109402
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.copy,1246470111717
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246470112270
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1246470112311
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.paste,1246470113560
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246470122442
started,bundle,org.eclipse.wst.server.core,1.1.1.v20080730,org.eclipse.wst.server.core,1246470142530
started,bundle,org.eclipse.wst.server.ui,1.1.2.v20080916,org.eclipse.wst.server.ui,1246470142569
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246470144269
opened,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1246470149884
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246470149957
activated,view,org.eclipse.ui.console,3.3.0.v20080529-1300,org.eclipse.ui.console.ConsoleView,1246470149990
activated,editor,org.eclipse.jdt.ui,3.4.1.r341_v20080827-1100,org.eclipse.jdt.ui.CompilationUnitEditor,1246470158258
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246470336088
executed,command,org.eclipse.ui,3.4.1.M20080910-0800,org.eclipse.ui.edit.findReplace,1246470336127
activated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246470344019
deactivated,workbench,org.eclipse.ui.workbench,3.4.1.M20080827-0800a,,1246470346219
